Algoritmo,Data de execucao,Qtde lances,Qtde lances selecionados,Melhor resultado,Tempo execucao (seg),Cores disponiveis,Memoria total (Mb),Memoria maxima (Mb),Memoria liberada (Mb)
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,10,9474, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,10,9149, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,10,10058, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,10,9823, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,11,11446, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,12,12524, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,12,12423, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,10,11193, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,9,8905, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,12,11627, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,12,11582, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,14,11,10923, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,13,11921, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,12,12964, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,11,11681, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,13,12268, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,12,11421, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,13,13007, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,12,13050, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,9,8564, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,11,13560, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,15,12,10016, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,12,10677, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,12,11895, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,12,10288, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,12,12517, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,12,11643, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,11,9989, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,11,12841, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,11,11436, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,11,12296, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,16,12,12175, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,17,13,12129, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,17,12,10708, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,17,12,14154, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,11,9160, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,12,13710, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,11,11799, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,10,10145, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,12,12816, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,12,12451, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,17,12,11497, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,12,13280, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,13,12264, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,13,11825, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,13,12647, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,12,12534, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,11,11863, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,12,13182, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,12,12386, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,14,16425, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,18,11,11536, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,12,12292, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,14,13111, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,12,13290, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,12,12615, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,14,11780, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,11,12101, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,12,10533, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,12,13083, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,12,13104, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,19,11,11649, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,11,10026, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,11,12412, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,13,12836, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,12,10148, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,13,13200, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,11,9923, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,13,14145, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,11,10368, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,14,14012, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,20,14,12862, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,11,10084, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,13,13475, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,12,11767, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,11,10682, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,14,14750, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,13,13315, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,12,12215, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,13,12473, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,12,10025, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,21,12,11730, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,13,10595, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,13,11585, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,13,13364, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,12,10341, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,11,10196, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,12,13528, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,13,13092, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,12,12467, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,13,13090, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,22,13,11699, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,14,13399, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,13,13379, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,12,12629, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,14,11804, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,12,11248, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,13,13785, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,15,16090, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,14,14661, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,12,11090, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,23,14,12012, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,13,12990, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,14,14389, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,15,15985, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,15,15841, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,12,13662, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,13,14847, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,14,13096, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,13,13746, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,13,12860, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,24,13,10903, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,15,16314, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,12,12897, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,13,12403, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,16,14937, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,14,13312, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,13,13951, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,14,13435, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,14,12295, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,14,14381, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,25,15,15322, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,13,12137, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,15,17827, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,14,13705, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,13,12445, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,15,14002, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,14,14260, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,14,14352, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,16,17807, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,14,13454, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,26,13,15021, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,14,13333, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,14,12973, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,13,12274, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,15,15928, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,14,12318, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,14,13496, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,14,14252, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,16,15045, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,14,12247, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,27,13,13308, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,28,16,14813, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,28,14,13179, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,28,15,14044, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:51,28,15,15750, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,28,14,14722, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,28,15,16299, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,28,13,12322, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,28,15,13387, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,28,12,13245, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,28,17,17139, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,13,12320, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,15,14964, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,14,14182, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,13,12805, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,13,14884, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,17,18330, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,14,13650, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,16,16646, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,15,14809, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,29,15,13549, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,15,16174, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,17,17342, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,14,12703, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,13,11325, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,14,12650, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,15,13112, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,15,13907, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,15,16687, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,13,13641, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,30,15,15212, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,16,15748, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,15,15848, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,14,12792, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,13,12760, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,15,12424, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,16,17323, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,15,14859, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,16,18218, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,16,17643, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,31,14,13817, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,15,14636, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,15,13011, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,14,14555, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,13,12760, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,13,12234, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,17,16774, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,13,13449, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,16,15640, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,15,14631, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,32,15,16983, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,16,12529, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,15,15745, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,16,16215, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,15,16485, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,15,14478, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,14,13344, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,15,13741, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,15,13526, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,15,15766, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,33,16,16606, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,13,14025, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,14,13279, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,14,15778, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,14,14941, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,13,12239, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,15,15328, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,15,14608, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,15,14979, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,15,15113, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,34,15,16016, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,15,14690, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,16,16741, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,14,14075, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,16,13572, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,16,16057, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,17,15331, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,15,13275, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,15,12760, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,14,13390, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,35,15,14526, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,19,16820, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,18,18629, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,17,19465, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,19,19891, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,19,18228, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,20,19292, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,18,18269, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,19,18986, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,18,17760, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,70,18,18782, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,18,17276, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,21,23518, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,20,17855, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,20,21142, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,19,16879, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,20,19128, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,19,19524, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,20,19406, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,20,21145, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,105,20,22704, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,140,21,20340, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,140,21,18614, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,140,22,21563, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,140,21,20779, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:52,140,21,20209, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,140,22,22356, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,140,21,21201, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,140,20,19316, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,140,20,21999, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,140,17,17118, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,22,22800, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,22,22742, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,22,20260, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,22,20327, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,22,22763, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,21,20737, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,21,21138, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,20,21215, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,21,19955, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,175,21,19151, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,23,24741, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,22165, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,23,24849, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,20454, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,21673, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,21222, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,20411, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,19266, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,22,21033, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,210,23,22826, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,22,20372, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,23,21437, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,22,19916, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,23,24165, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,23,22463, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,23,20496, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,24,23854, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,22,23238, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,23,24495, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,245,23,23245, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,22,25964, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,23,24832, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,24,20468, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,23,21286, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,23,21881, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,22,20143, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,23,23302, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,24,23787, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,22,21690, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,280,23,23271, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,24,25907, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,24,25193, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,23,22405, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,23,26296, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,24,24697, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,23,22178, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,24,24022, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,24,19898, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,23,21994, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:53,315,24,25405, 0,12,266,4261,260
