Algoritmo,Data de execucao,Qtde lances,Qtde lances selecionados,Melhor resultado,Tempo execucao (seg),Cores disponiveis,Memoria total (Mb),Memoria maxima (Mb),Memoria liberada (Mb)
GULOSO_DECRESCENTE,23-06-2024 12:26:49,19,10,7260, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,19,8,6711, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,19,8,6126, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,19,7,5246, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,19,9,8070, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,19,7,5653, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,9,6098, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,9,7338, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,8,6496, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,9,6549, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,8,6403, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,9,6775, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,8,6376, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,8,6354, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,11,8954, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,20,8,7069, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,6657, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,6663, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,4591, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,7,5161, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,8370, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,9,7688, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,9,8038, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,7394, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,5915, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,21,8,5632, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,8,5528, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,8,6498, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,8,7155, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,9,5379, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,7,5454, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,8,6810, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,8,5640, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,9,7154, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,9,8260, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,22,7,5052, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,9,7227, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,8,6518, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,9,6519, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,9,6635, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,8,5719, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,7,5207, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,7,5621, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,8,6565, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,8,5914, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,23,8,5943, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,8,5845, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,8,6497, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,8,5589, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,8,5479, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,7,4841, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,8,5975, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,8,5743, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,9,6997, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,7,5377, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,24,9,6305, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,9,7540, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,8,6024, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,8,6902, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,7,5203, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,8,6536, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,9,6285, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,9,6468, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,10,7614, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,9,6363, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,25,7,7031, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,8,6588, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,7,5100, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,7,5753, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,8,6070, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,8,7220, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,7,5138, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,9,6669, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,8,5846, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,8,6171, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,26,7,6138, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,9,7287, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,5203, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,9,7138, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,5799, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,5872, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,5653, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,5909, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,7255, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,9,6160, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,27,8,6121, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,9,6376, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,8,5540, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,8,5746, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,8,6647, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,8,7329, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,7,7013, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,7,4732, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,9,6139, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,8,6714, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,28,8,5872, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,8,6039, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,9,7330, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,8,6356, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,8,5654, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,8,5843, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,10,7628, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,8,5225, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,9,7457, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,8,5693, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,29,9,5983, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,8,6603, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,9,7375, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,7,5049, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,9,6225, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,8,5659, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,8,7326, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,9,5711, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,8,6692, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,7,6450, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,30,8,5520, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,7,5245, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,10,7356, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,9,6929, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,8,5227, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,8,6036, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,8,6795, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,7,4802, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,8,6089, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,8,4791, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,31,8,4978, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,9,6311, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,8,5889, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,8,5824, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,7,4583, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,8,6081, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,8,5619, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,8,6064, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,7,5983, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,7,4951, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,32,8,6314, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,9,6032, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,7,4576, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,8,5895, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,7,4587, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,7,4636, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,8,4914, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,7,4798, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,8,4553, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,7,5720, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,33,8,5867, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,8,5287, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,8,4603, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,7,4709, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,8,7017, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,8,5512, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,8,5906, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,7,5302, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,7,5903, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,9,6897, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,34,8,6035, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,5167, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,4801, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,7,5179, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,5813, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,5290, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,7,5329, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,5055, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,9,5549, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,5019, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,35,8,5481, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,8,5895, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,7,4893, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,8,4515, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,8,4961, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,9,5222, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,8,4835, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,7,4307, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,8,5216, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,7,4590, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,70,7,4099, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,7,4337, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,7,4281, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,7,4319, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,8,4486, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,8,4790, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,8,4888, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,7,4139, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,7,4094, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,7,5022, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,105,6,3603, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,3892, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,3996, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,3870, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,6,4023, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,8,4864, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,4007, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,4026, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,4259, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,7,3935, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,140,8,4547, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,3794, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,8,4642, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,6,3843, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,3988, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,3907, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,4120, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,3918, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,3948, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,4316, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,175,7,3976, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,7,3917, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,8,4317, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,8,4509, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,7,4237, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,7,3993, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,6,3454, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:49,210,8,4391, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,210,7,3731, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,210,7,3932, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,210,7,4222, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3684, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3937, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3934, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3985, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,6,3394, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3976, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3986, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,6,3408, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,4322, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,245,7,3809, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,3728, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,3829, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,3859, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,6,3401, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,6,3584, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,3782, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,4024, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,8,4248, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,4095, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,280,7,4015, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,3855, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,4076, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,4042, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,4011, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,4104, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,6,3261, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,3830, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,3987, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,3836, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,315,7,3755, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,4003, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,4020, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,3755, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,3805, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,4042, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,6,3296, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,3661, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,6,3274, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,4372, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,350,7,3856, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,25,19,24219, 0,12,266,4261,260
GULOSO_DECRESCENTE,23-06-2024 12:26:50,25,21,36916, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,10,8846, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,9,8775, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,10,9403, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,9,8453, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,9,7831, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,9,9044, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,9,9032, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,10,12546, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,10,10585, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,10,10,10816, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,10,9311, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,10,10226, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,9,10181, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,9,11382, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,11,12706, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,11,11606, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,9,8673, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,11,11799, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,10,8751, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,11,10,9796, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,10,9966, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,10,8551, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,10,10820, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,9,8163, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,10,10155, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,11,11332, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,11,10511, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,11,11013, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,12,13050, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,12,11,9426, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,10,9369, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,11,13902, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,10,10487, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,11,10602, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,11,11485, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,11,10743, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,10,11482, 0,12,266,4261,260
GULOSO_CRESCENTE,23-06-2024 12:26:50,13,11,12149, 0,12,266,4261,260
